film_title,imdb_id,url,imdbRating,budget,release_day,release_month,release_year,duration_minutes,main_spoken_language,total_number_of_spoken_languages,total_number_of_genres,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_filmnoir,genre_history,genre_horror,genre_music,genre_musical,genre_mystery,genre_realitytv,genre_romance,genre_scifi,genre_shortfilm,genre_sport,genre_thriller,genre_war,genre_western,main_actor1_name,main_actor1_is_female,main_actor1_known_for,main_actor1_star_meter,main_actor2_name,main_actor2_is_female,main_actor2_known_for,main_actor2_star_meter,main_actor3_name,main_actor3_is_female,main_actor3_known_for,main_actor3_star_meter,total_number_of_actors,main_director_name,main_director_is_female,total_number_of_directors,main_producer_name,total_number_of_producers,editor_name,main_production_company,total_number_of_production_companies,main_production_country,total_number_of_production_countries
The Last Producer,tt0201726,http://www.imdb.com/title/tt0201726/,4.3,,22,8,2000,89,English,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burt Reynolds,0,Boogie Nights (1997),308,Lauren Holly,1,Dumb and Dumber (1994),1380,Benjamin Bratt,0,Miss Congeniality (2000),2674,34,Burt Reynolds,0,1,Michael Mailer,3,Tod Feuerman,Bigel / Mailer Films,2,United States of America,1
The Last Remake of Beau Geste,tt0076297,http://www.imdb.com/title/tt0076297/,6,,15,6,1977,85,English,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ann-Margret,1,Grumpy Old Men (1993),970,Marty Feldman,0,The Last Remake of Beau Geste (1977),5271,Michael York,0,"b""Logans Run (1976)""",6126,7,Marty Feldman,0,1,none,0,none,MCA/Universal Pictures,1,United States of America,1
The Last Samurai,tt0325710,http://www.imdb.com/title/tt0325710/,7.7,140000000,5,12,2003,154,English,2,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tom Cruise,0,Top Gun (1986),85,Ken Watanabe,0,The Last Samurai (2003),3741,William Atherton,0,Die Hard (1988),6044,47,Edward Zwick,0,1,Tom Cruise,6,Steven Rosenblum,Cruise/Wagner Productions,4,Japan,3
The Last Seduction,tt0110308,http://www.imdb.com/title/tt0110308/,7.2,2500000,26,5,1994,110,English,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Linda Fiorentino,1,Men in Black (1997),2001,Bill Pullman,0,Independence Day (1996),811,Peter Berg,0,Very Bad Things (1998),2968,11,John Dahl,0,1,Jonathan Shestack,1,Eric L. Beason,October Films,2,United Kingdom,2
The Last Shot,tt0357054,http://www.imdb.com/title/tt0357054/,5.7,,24,9,2004,90,English,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matthew Broderick,0,The Producers (2005),2613,Alec Baldwin,0,The Departed (2006),1430,Toni Collette,1,Little Miss Sunshine (2006),555,43,Jeff Nathanson,0,1,Larry Brezner,2,David Rosenbloom,Touchstone Pictures,4,United States of America,1
The Last Stand,tt1549920,http://www.imdb.com/title/tt1549920/,6.4,30000000,12,1,2013,107,English,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Arnold Schwarzenegger,0,Predator (1987),197,Forest Whitaker,0,The Last King of Scotland (2006),1555,Rodrigo Santoro,0,300 (2006),2104,18,Kim Jee-woon,0,1,Lorenzo di Bonaventura,1,Steven Kemper,Di Bonaventura Pictures,1,United States of America,1
The Last Starfighter,tt0087597,http://www.imdb.com/title/tt0087597/,6.7,15000000,13,7,1984,101,English,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lance Guest,0,The Last Starfighter (1984),6423,Catherine Mary Stewart,1,The Last Starfighter (1984),2680,Suzanne Snyder,1,Weird Science (1985),3650,16,Nick Castle,0,1,Gary Adelson,2,Carroll Timothy OMeara,Universal Pictures,2,United States of America,1
The Last Station,tt0824758,http://www.imdb.com/title/tt0824758/,7,,4,9,2009,112,English,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,James McAvoy,0,Split (IX) (2016),356,Christopher Plummer,0,Beginners (2010),1541,Helen Mirren,1,RED (2010),1114,10,Michael Hoffman,0,1,none,0,none,Zephyr Films,2,United Kingdom,3
The Last Supper,tt0113613,http://www.imdb.com/title/tt0113613/,6.8,,8,9,1995,92,English,1,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cameron Diaz,1,"b""Charlies Angels (2000)""",596,Ron Eldard,0,Super 8 (2011),3526,Courtney B. Vance,0,The Hunt for Red October (1990),4838,18,Stacy Title,0,1,Matt Cooper,2,Luis Colina,Columbia Pictures Corporation,3,United States of America,1
The Last Temptation of Christ,tt0095497,http://www.imdb.com/title/tt0095497/,7.6,7000000,12,8,1988,164,English,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Willem Dafoe,0,Spider-Man (2002),1243,Harvey Keitel,0,Reservoir Dogs (1992),2658,Barbara Hershey,1,Black Swan (2010),1142,15,Martin Scorsese,0,1,Barbara De Fina,1,Thelma Schoonmaker,Universal Pictures,2,United States of America,2
The Last Time I Committed Suicide,tt0119502,http://www.imdb.com/title/tt0119502/,5.9,,20,6,1997,92,English,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thomas Jane,0,Boogie Nights (1997),684,Keanu Reeves,0,The Matrix (1999),181,Claire Forlani,1,Meet Joe Black (1998),1100,12,Stephen T. Kay,0,1,none,0,none,Tapestry Films,3,United States of America,1
The Last Time I Saw Paris,tt0047162,http://www.imdb.com/title/tt0047162/,6.2,,1,1,1954,116,Magyar,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Elizabeth Taylor,1,"b""Whos Afraid of Virginia Woolf? (1966)""",1089,Van Johnson,0,In the Good Old Summertime (1949),12755,Walter Pidgeon,0,Forbidden Planet (1956),5099,13,Richard Brooks,0,1,none,0,none,Metro-Goldwyn-Mayer (MGM),1,United States of America,2
The Last Wagon,tt0049434,http://www.imdb.com/title/tt0049434/,7,,21,9,1956,98,English,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Richard Widmark,0,The Alamo (1960),5894,Felicia Farr,1,Charley Varrick (1973),8083,Susan Kohner,1,none,8594005,9,Delmer Daves,0,1,William B. Hawks,1,Hugh S. Fowler,Twentieth Century Fox Film Corporation,1,United States of America,1
The Last Waltz,tt0077838,http://www.imdb.com/title/tt0077838/,8.2,,1,5,1978,117,English,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Robbie Robertson,0,The Wolf of Wall Street (2013),34757,Rick Danko,0,Howl (2010),92234,Levon Helm,0,Shooter (I) (2007),14023,30,Martin Scorsese,0,1,Robbie Robertson,3,Jan Roblee,FM Productions,2,United States of America,1
The Lathe of Heaven,tt0081036,http://www.imdb.com/title/tt0081036/,7.3,,1,1,1980,105,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bruce Davison,0,X-Men (2000),5997,Kevin Conway,0,Thirteen Days (2000),10621,Peyton E. Park,0,none,9253584,5,Fred Barzyk,0,2,Fred Barzyk,2,Dick Bartlett,Taurus Films,2,United States of America,1
The Lawnmower Man,tt0104692,http://www.imdb.com/title/tt0104692/,5.3,10000000,5,3,1992,108,English,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Jeff Fahey,0,Lost (2004),3476,Pierce Brosnan,0,The World Is Not Enough (1999),752,Jenny Wright,1,Near Dark (1987),6881,11,Brett Leonard,0,1,Gimel Everett,1,Alan Baumgarten,New Line Cinema,2,United Kingdom,3
The League of Extraordinary Gentlemen,tt0311429,http://www.imdb.com/title/tt0311429/,5.8,78000000,11,7,2003,110,English,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sean Connery,0,The Rock (1996),517,Peta Wilson,1,La Femme Nikita (1997),2820,Shane West,0,A Walk to Remember (2002),2191,33,Stephen Norrington,0,1,Trevor Albert,2,Paul Rubell,Twentieth Century Fox Film Corporation,5,Czech Republic,4
The Leech Woman,tt0054020,http://www.imdb.com/title/tt0054020/,4.2,,1,5,1960,77,English,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Coleen Gray,0,The Killing (1956),9017,Grant Williams,0,The Incredible Shrinking Man (1957),21935,Phillip Terry,0,The Lost Weekend (1945),26124,8,Edward Dein,0,1,Joseph Gershenson,1,Milton Carruth,Universal International Pictures (UI),1,United States of America,1
The Left Hand of God,tt0048291,http://www.imdb.com/title/tt0048291/,6.4,,2,9,1955,87,English,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Humphrey Bogart,0,Casablanca (1942),2783,Gene Tierney,1,Leave Her to Heaven (1945),3980,Lee J. Cobb,0,12 Angry Men (1957),7836,10,Edward Dmytryk,0,1,E. Maurice Adler,1,none,Twentieth Century Fox Film Corporation,1,United States of America,1
The Legend of Bagger Vance,tt0146984,http://www.imdb.com/title/tt0146984/,6.7,80000000,2,11,2000,126,English,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Matt Damon,0,Good Will Hunting (1997),150,Bruce McGill,0,Animal House (1978),4461,Charlize Theron,1,Monster (2003),233,13,Robert Redford,0,1,Robert Redford,5,Hank Corwin,DreamWorks SKG,5,United States of America,1
The Legend of Hell House,tt0070294,http://www.imdb.com/title/tt0070294/,6.9,,15,6,1973,95,English,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Pamela Franklin,1,The Prime of Miss Jean Brodie (1969),10624,Roddy McDowall,0,Fright Night (1985),4665,Clive Revill,0,The Private Life of Sherlock Holmes (1970),14690,7,John Hough,0,1,Albert Fennell,2,Geoffrey Foot,Academy Pictures,1,United Kingdom,1
The Legend of Lylah Clare,tt0063219,http://www.imdb.com/title/tt0063219/,6,,21,8,1968,130,English,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kim Novak,1,Vertigo (1958),3076,Peter Finch,0,Network (1976),4580,Ernest Borgnine,0,Marty (1955),3747,15,Robert Aldrich,0,1,Robert Aldrich,1,Michael Luciano,The Associates & Aldrich Company,1,United States of America,1
The Legend of the Lone Ranger,tt0082648,http://www.imdb.com/title/tt0082648/,5,18000000,20,8,1981,98,English,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Christopher Lloyd,0,Back to the Future (1985),1286,Matt Clark,0,Back to the Future Part III (1990),13887,Juanin Clay,1,The Edge of Night (1956),23759,14,William A. Fraker,0,1,none,0,none,ITC Entertainment,1,United States of America,1
The Legend of Zorro,tt0386140,http://www.imdb.com/title/tt0386140/,5.9,75000000,24,10,2005,129,English,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Antonio Banderas,0,The Mask of Zorro (1998),1249,Catherine Zeta-Jones,1,Chicago (2002),684,Adrián Alonso Barona,0,none,8710362,17,Martin Campbell,0,1,Laurie MacDonald,3,Stuart Baird,Amblin Entertainment,2,Mexico,2
The Lego Movie,tt1490017,http://www.imdb.com/title/tt1490017/,8.3,60000000,6,2,2014,100,English,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chris Pratt,0,Guardians of the Galaxy (2014),95,Will Ferrell,0,Talladega Nights: The Ballad of Ricky Bobby (2006),505,Elizabeth Banks,1,The Hunger Games (2012),355,35,Phil Lord,0,2,Roy Lee,2,none,Village Roadshow Pictures,10,United States of America,1
The Letter,tt0032701,http://www.imdb.com/title/tt0032701/,7.8,,22,11,1940,95,English,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bette Davis,1,All About Eve (1950),2718,Herbert Marshall,0,Foreign Correspondent (1940),15292,James Stephenson,0,The Letter (1940),69247,28,William Wyler,0,1,William Wyler,1,Warren Low,Warner Bros.,1,United States of America,1
The Libertine,tt0375920,http://www.imdb.com/title/tt0375920/,6.4,,16,9,2004,114,English,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Johnny Depp,0,Pirates of the Caribbean: The Curse of the Black Pearl (2003),121,Samantha Morton,1,The Messenger (I) (2009),620,John Malkovich,0,Being John Malkovich (1999),1618,17,Laurence Dunmore,0,1,Russell Smith,3,Jill Bilcock,First Choice Films,2,United Kingdom,1
The Life and Death of Colonel Blimp,tt0036112,http://www.imdb.com/title/tt0036112/,8.1,,10,6,1943,163,English,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Roger Livesey,0,The Master of Ballantrae (1953),25763,Deborah Kerr,1,The King and I (1956),1549,Adolf Wohlbrück,0,none,8759922,11,Michael Powell,0,2,Michael Powell,2,John Seabourne Sr.,The Rank Organisation,3,United Kingdom,1
The Life Aquatic with Steve Zissou,tt0362270,http://www.imdb.com/title/tt0362270/,7.3,50000000,10,12,2004,119,English,7,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Murray,0,Lost in Translation (2003),1278,Anjelica Huston,1,The Witches (1990),1448,Cate Blanchett,1,Carol (2015),157,16,Wes Anderson,0,1,Wes Anderson,4,David Moritz,Touchstone Pictures,2,United States of America,1
The Life of David Gale,tt0289992,http://www.imdb.com/title/tt0289992/,7.5,50000000,21,2,2003,130,English,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Kevin Spacey,0,The Usual Suspects (1995),625,Kate Winslet,1,Eternal Sunshine of the Spotless Mind (2004),48,Laura Linney,1,The Big C (2010),240,125,Alan Parker,0,1,Nicolas Cage,2,Gerry Hambling,Mikona Productions GmbH & Co. KG,5,Germany,3
The Life of Emile Zola,tt0029146,http://www.imdb.com/title/tt0029146/,7.4,,2,10,1937,116,English,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paul Muni,0,Scarface (1932),20021,Gale Sondergaard,1,The Mark of Zorro (1940),9726,Joseph Schildkraut,0,The Diary of Anne Frank (1959),22438,15,William Dieterle,0,1,none,0,none,Warner Bros.,1,United States of America,1
The Limey,tt0165854,http://www.imdb.com/title/tt0165854/,7.1,10000000,15,5,1999,89,English,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Terence Stamp,0,"The Adventures of Priscilla, Queen of the Desert (1994)",3913,Lesley Ann Warren,1,Cinderella (1965),2732,Luis Guzmán,0,none,9536193,14,Steven Soderbergh,0,1,John Hardy,2,Sarah Flack,Artisan Entertainment,1,United States of America,1
The Lincoln Lawyer,tt1189340,http://www.imdb.com/title/tt1189340/,7.3,40000000,17,3,2011,119,English,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Matthew McConaughey,0,Dallas Buyers Club (2013),273,Marisa Tomei,1,My Cousin Vinny (1992),448,Ryan Phillippe,0,Crash (I) (2004),1017,21,Brad Furman,0,1,Tom Rosenberg,4,Jeff McEvoy,Lakeshore Entertainment,3,United States of America,1
The Lineup,tt0051866,http://www.imdb.com/title/tt0051866/,7.4,,11,6,1958,86,English,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eli Wallach,0,"The Good, the Bad and the Ugly (1966)",3117,Robert Keith,0,The Mask (1994),177266,Richard Jaeckel,0,The Dirty Dozen (1967),8057,12,Don Siegel,0,1,none,0,none,Pajemer Productions,1,United States of America,1
The Lion in Winter,tt0319754,http://www.imdb.com/title/tt0319754/,7.2,,26,12,2003,153,English,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Glenn Close,1,Fatal Attraction (1987),1424,Patrick Stewart,0,Logan (2017),1431,Andrew Howard,0,Limitless (I) (2011),6794,4,Andrei Konchalovsky,0,1,Dyson Lovell,1,none,Hallmark Entertainment,5,United States of America,1
The Lion in Winter,tt0063227,http://www.imdb.com/title/tt0063227/,8.2,,1,1,1968,134,English,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Peter OToole,0,Lawrence of Arabia (1962),2778,Katharine Hepburn,1,The Lion in Winter (1968),2709,Anthony Hopkins,0,The Silence of the Lambs (1991),671,14,Anthony Harvey,0,1,Martin Poll,1,John Bloom,AVCO Embassy Pictures,2,United Kingdom,1
The Lion King 1½,tt0318403,http://www.imdb.com/title/tt0318403/,6.6,,6,2,2004,77,English,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nathan Lane,0,The Producers (2005),4955,Ernie Sabella,0,The Lion King (1994),6376,Julie Kavner,1,The Simpsons (1989),6849,15,Bradley Raymond,0,1,George A. Mendoza,2,Joyce Arrastia,Walt Disney Pictures,3,Australia,2
The Lion King 2: Simbas Pride,tt0120131,http://www.imdb.com/title/tt0120131/,6.4,,24,10,1998,81,English,1,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matthew Broderick,0,The Producers (2005),2613,Moira Kelly,1,One Tree Hill (2003),2872,Neve Campbell,1,Scream 2 (1997),129,26,Darrell Rooney,0,1,Jeannine Roussel,1,Peter Lonsdale,Walt Disney Pictures,3,Australia,2
The List of Adrian Messenger,tt0057254,http://www.imdb.com/title/tt0057254/,7,,29,5,1963,94,English,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,George C. Scott,0,Patton (1970),5003,Dana Wynter,1,Airport (1970),6903,Clive Brook,0,On Approval (1944),46400,18,John Huston,0,1,none,0,none,none,0,United States of America,1
The Little Foxes,tt0033836,http://www.imdb.com/title/tt0033836/,8.2,,20,8,1941,115,English,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bette Davis,1,All About Eve (1950),2718,Herbert Marshall,0,Foreign Correspondent (1940),15292,Teresa Wright,1,Shadow of a Doubt (1943),7494,23,William Wyler,0,1,Samuel Goldwyn,2,Daniel Mandell,RKO Radio Pictures,2,United States of America,1
The Little Girl Who Lives Down the Lane,tt0074806,http://www.imdb.com/title/tt0074806/,7.1,,25,12,1976,91,English,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Jodie Foster,1,The Silence of the Lambs (1991),383,Martin Sheen,0,The Departed (2006),2473,Alexis Smith,1,The Age of Innocence (1993),7355,13,Nicolas Gessner,0,1,Zev Braun,1,Yves Langlois,Braun Entertainment Group,4,Canada,2
The Little Hut,tt0050646,http://www.imdb.com/title/tt0050646/,5.8,,3,5,1957,90,English,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ava Gardner,1,The Night of the Iguana (1964),3031,Stewart Granger,0,Scaramouche (1952),11552,David Niven,0,Battle Castle (2012),367293,10,Mark Robson,0,1,Mark Robson,2,Ernest Walter,Metro-Goldwyn-Mayer (MGM),1,United States of America,1
The Little Princess,tt0031580,http://www.imdb.com/title/tt0031580/,7.3,,17,3,1939,93,English,1,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shirley Temple,1,Captain January (1936),3813,Richard Greene,0,The Hound of the Baskervilles (1939),17592,Anita Louise,1,The Little Princess (1939),21888,43,Walter Lang,0,1,none,0,none,Twentieth Century Fox Film Corporation,1,United States of America,1
The Little Rascals,tt0110366,http://www.imdb.com/title/tt0110366/,6.2,,5,8,1994,82,English,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bug Hall,0,The Little Rascals (1994),4179,Travis Tedford,0,The Little Rascals (1994),8787,Brittany Ashton Holmes,1,Ellen (1994),8530,27,Penelope Spheeris,1,1,Michael Patrick King,2,Peter Teschner,Universal Pictures,3,United States of America,1
The Lone Ranger,tt1210819,http://www.imdb.com/title/tt1210819/,6.6,255000000,3,7,2013,149,English,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Johnny Depp,0,Pirates of the Caribbean: The Curse of the Black Pearl (2003),121,Armie Hammer,0,The Social Network (2010),665,William Fichtner,0,Crash (I) (2004),1439,60,Gore Verbinski,0,1,Gore Verbinski,2,Craig Wood,Walt Disney Pictures,6,United States of America,1
The Long Goodbye,tt0070334,http://www.imdb.com/title/tt0070334/,7.7,,7,3,1973,113,English,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Elliott Gould,0,MASH (1970),3100,Nina van Pallandt,1,The Long Goodbye (1973),31239,Sterling Hayden,0,The Killing (1956),7020,16,Robert Altman,0,1,Elliott Kastner,2,Lou Lombardo,Lions Gate Films,2,United States of America,1
The Long Kiss Goodnight,tt0116908,http://www.imdb.com/title/tt0116908/,6.7,65000000,11,10,1996,120,English,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Geena Davis,1,Thelma & Louise (1991),1328,Samuel L. Jackson,0,Pulp Fiction (1994),560,Yvonne Zima,1,The Long Kiss Goodnight (1996),7665,15,Renny Harlin,0,1,Shane Black,4,William Goldenberg,New Line Cinema,3,United States of America,1
The Long Night,tt0039581,http://www.imdb.com/title/tt0039581/,6.8,,28,5,1947,101,English,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Henry Fonda,0,12 Angry Men (1957),2538,Barbara Bel Geddes,1,Vertigo (1958),12088,Vincent Price,0,The Abominable Dr. Phibes (1971),3411,12,Anatole Litvak,0,1,none,0,Robert Swink,Select Productions (III),1,United States of America,1
The Longest Yard,tt0071771,http://www.imdb.com/title/tt0071771/,7.1,2900000,21,8,1974,121,English,1,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burt Reynolds,0,Boogie Nights (1997),308,Eddie Albert,0,Roman Holiday (1953),8420,Ed Lauter,0,Not Another Teen Movie (2001),7296,6,Robert Aldrich,0,1,Albert S. Ruddy,1,Michael Luciano,Paramount Pictures,1,United States of America,1
The Longest Yard,tt0398165,http://www.imdb.com/title/tt0398165/,6.3,82000000,19,5,2005,113,English,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Adam Sandler,0,The Waterboy (1998),383,Chris Rock,0,Top Five (2014),4448,Burt Reynolds,0,Boogie Nights (1997),308,32,Peter Segal,0,1,Jack Giarraputo,1,Jeff Gourson,Paramount Pictures,5,United States of America,1
The Lorax,tt1482459,http://www.imdb.com/title/tt1482459/,6.5,70000000,1,3,2012,86,English,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zac Efron,0,The Greatest Showman (2017),265,Danny DeVito,0,Matilda (1996),1457,Taylor Swift,1,Taylor Swift: Bad Blood (2015),3080,17,Kyle Balda,0,2,Christopher Meledandri,2,Ken Schretzmann,Universal Pictures,2,United States of America,1
The Lord of the Rings: The Fellowship of the Ring,tt0120737,http://www.imdb.com/title/tt0120737/,8.9,93000000,18,12,2001,178,English,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elijah Wood,0,The Lord of the Rings: The Return of the King (2003),1015,Ian McKellen,0,The Lord of the Rings: The Return of the King (2003),1581,Cate Blanchett,1,Carol (2015),157,26,Peter Jackson,0,1,Barrie M. Osborne,2,John Gilbert,WingNut Films,3,New Zealand,2
The Lord of the Rings: The Return of the King,tt0167260,http://www.imdb.com/title/tt0167260/,8.9,94000000,1,12,2003,201,English,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elijah Wood,0,The Lord of the Rings: The Return of the King (2003),1015,Ian McKellen,0,The Lord of the Rings: The Return of the King (2003),1581,Viggo Mortensen,0,The Lord of the Rings: The Return of the King (2003),719,28,Peter Jackson,0,1,Peter Jackson,2,Jamie Selkirk,WingNut Films,2,New Zealand,2
The Lord of the Rings: The Two Towers,tt0167261,http://www.imdb.com/title/tt0167261/,8.8,79000000,18,12,2002,179,English,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elijah Wood,0,The Lord of the Rings: The Return of the King (2003),1015,Ian McKellen,0,The Lord of the Rings: The Return of the King (2003),1581,Viggo Mortensen,0,The Lord of the Rings: The Return of the King (2003),719,26,Peter Jackson,0,1,Peter Jackson,2,Michael Horton,WingNut Films,3,New Zealand,2
The Losers,tt0480255,http://www.imdb.com/title/tt0480255/,6.4,25000000,23,4,2010,97,English,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jeffrey Dean Morgan,0,Watchmen (2009),236,Zoe Saldana,1,Avatar (2009),259,Chris Evans,0,The Avengers (2012),122,16,Sylvain White,0,1,none,0,none,DC Comics,5,United States of America,1
The Lost,tt0451102,http://www.imdb.com/title/tt0451102/,6.1,,11,3,2006,119,English,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Marc Senter,0,The Lost (II) (2006),27451,Shay Astar,1,3rd Rock from the Sun (1996),4206,Alex Frost,0,Elephant (2003),21087,11,Chris Sivertson,0,1,none,0,none,Silver Web Productions,1,United States of America,1
The Lost Boys,tt0093437,http://www.imdb.com/title/tt0093437/,7.2,8500000,31,7,1987,97,English,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Jason Patric,0,Speed 2: Cruise Control (1997),2966,Corey Haim,0,The Lost Boys (1987),2670,Corey Feldman,0,The Lost Boys (1987),2466,16,Joel Schumacher,0,1,none,0,none,Warner Bros.,1,United States of America,1
The Lost Empire,tt0198779,http://www.imdb.com/title/tt0198779/,5.4,,11,3,2001,150,English,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thomas Gibson,0,Dharma & Greg (1997),3168,Bai Ling,1,The Crow (1994),3029,Russell Wong,0,Romeo Must Die (2000),10697,5,Peter MacDonald,0,1,none,0,none,none,0,United States of America,1
The Lost Weekend,tt0037884,http://www.imdb.com/title/tt0037884/,8.1,1250000,23,8,1945,101,English,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Milland,0,The Lost Weekend (1945),7376,Jane Wyman,1,Falcon Crest (1981),6951,Phillip Terry,0,The Lost Weekend (1945),26124,59,Billy Wilder,0,1,Charles Brackett,1,none,Paramount,1,United States of America,1
